StudyID,ArticleCounter,ExperimentCounter,No.,CoderID,ArticleID,StudyNo,StudyType,Experimental_Drug,Manipulation,EffectSizeID,Year,PublicationStatus,PublicationType,Journal,Title,Author,CorrespondenceEmail,DOI,ArticleSource,CountryofOrigin,Continent,SampleNo,SampleSize,Female,FemaleRatio,MeanAge,StudyDesign,IBASampleInfo,IBASampleRandomization,IBAInclusion,IBAExclusion,IBAManipulationInfo,IBADVInfo,IBABaselineTraumaHistory,IBADiaryCodingReliability,IBAAnalysisPlan,IBAPeerReviewed,IBATraumaManipulationCheck,TotalIBAScore,StatExtracted,ExperimentalCondition,Level1_ExperimentalCondition,Intrusion_Predicted_Direction,ComparisonCondition,Level1_ComparisonCondition,Level2_final,Level3_Type_final,Level3_Task_Instruction_final,ComparisonType,ExperimentalConditionSampleSize,ComparisonConditionSampleSize,StudySampleSize,TimeOfManipulation,TraumaInductionStimuli,EncodingTask,StimuliNo.,StimuliDuration,DependentVariables,DependentVariablesType,DVTask,ModeOfMeasurement,TimeOfMeasurement,MeasurementDuration,Intrusion_Retro_or_RealTime,Intrusion_Content,ManipulationBeneficial,ResultSummary,PhysioMeasures,ClinicalSymptomMeasures,VoluntaryMemoryMeasure,VoluntaryMemoryDirection,Experimental_Mean,Experimental_SE,Experimental_SD,Comparison_Mean,Comparison_SE,Comparison_SD,GroupDifference,T-test,Z-test,pvalue,EffectSize,EffectSizeType,Notes,Mo_Windy_Common,Notes_fromWindy,DirectionSign,DirectionSignMo,TraumaStimuliType,Physio_binary,Level3_Beh_Pharma_Neuro,Level3_Direct_Indirect,Level3_Imagery_Verbal_Emotion_Other,Level3_Task_Instruction
142,,,615,SZ,123,1,Behavioural,NA,Social comparison,615,2022,Published,Journal Article,Journal of Experimental Psychopathology,Social comparison modulates acute responses to traumatic footage and the development of intrusive memories,"Meyer, Thomas;Morina, Nexhmedin",?t.meyer@uni-muenster.de,10.1177/20438087221075889,PROQUEST,Germany,Europe,4,120,94,0.783333333,23,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 8",Similar-resilient group,Similar background-resilient social comparison,Unspecified,No-comparison control,No-Task,Social comparison,Direct Other,Task,No-Task,30,30,60,Immediate Post,Trauma Film,Trauma Film,5,15min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,No group differences were found,NA,NA,No,NA,3.7,,2.8,4.6,,3.8,-0.9,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Other,Task
142,,,616,SZ,123,1,Behavioural,NA,Social comparison,616,2022,Published,Journal Article,Journal of Experimental Psychopathology,Social comparison modulates acute responses to traumatic footage and the development of intrusive memories,"Meyer, Thomas;Morina, Nexhmedin",?t.meyer@uni-muenster.de,10.1177/20438087221075889,PROQUEST,Germany,Europe,4,120,94,0.783333333,23,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 8",Different-resilient group,Different background-resilient social comparison,Unspecified,No-comparison control,No-Task,Social comparison,Direct Other,Task,No-Task,30,30,60,Immediate Post,Trauma Film,Trauma Film,5,15min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,No group differences were found,NA,NA,No,NA,4.2,,3.4,4.6,,3.8,-0.4,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Other,Task
142,,,617,SZ,123,1,Behavioural,NA,Social comparison,617,2022,Published,Journal Article,Journal of Experimental Psychopathology,Social comparison modulates acute responses to traumatic footage and the development of intrusive memories,"Meyer, Thomas;Morina, Nexhmedin",?t.meyer@uni-muenster.de,10.1177/20438087221075889,PROQUEST,Germany,Europe,4,120,94,0.783333333,23,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 8",Similar-vulnerable group,Similar background -vulnerable social comparison,Unspecified,No-comparison control,No-Task,Social comparison,Direct Other,Task,No-Task,30,30,60,Immediate Post,Trauma Film,Trauma Film,5,15min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Thought,Null,No group differences were found,NA,NA,No,NA,1.6,,2.1,3,,3,-1.4,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Other,Task
142,,,618,SZ,123,1,Behavioural,NA,Social comparison,618,2022,Published,Journal Article,Journal of Experimental Psychopathology,Social comparison modulates acute responses to traumatic footage and the development of intrusive memories,"Meyer, Thomas;Morina, Nexhmedin",?t.meyer@uni-muenster.de,10.1177/20438087221075889,PROQUEST,Germany,Europe,4,120,94,0.783333333,23,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 8",Similar-resilient group,Similar background-resilient social comparison,Unspecified,No-comparison control,No-Task,Social comparison,Direct Other,Task,No-Task,30,30,60,Immediate Post,Trauma Film,Trauma Film,5,15min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Thought,Null,No group differences were found,NA,NA,No,NA,2.3,,2.5,3,,3,-0.7,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Other,Task
142,,,619,SZ,123,1,Behavioural,NA,Social comparison,619,2022,Published,Journal Article,Journal of Experimental Psychopathology,Social comparison modulates acute responses to traumatic footage and the development of intrusive memories,"Meyer, Thomas;Morina, Nexhmedin",?t.meyer@uni-muenster.de,10.1177/20438087221075889,PROQUEST,Germany,Europe,4,120,94,0.783333333,23,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 8",Different-resilient group,Different background-resilient social comparison,Unspecified,No-comparison control,No-Task,Social comparison,Direct Other,Task,No-Task,30,30,60,Immediate Post,Trauma Film,Trauma Film,5,15min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Thought,Null,No group differences were found,NA,NA,No,NA,2.6,,3,3,,3,-0.4,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Other,Task
143,1,1,620,SZ,124,1,Behavioural,NA,Negative/Positive expectation,620,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Negative expectation group (intrusion-promoting),Negative Expectation towards intrusion,Increase,No-expectation control group,No-Task,Negative expectation towards intrusion,Direct verbal,instruction,No-Task,32,33,65,Immediate Post,Trauma Film,Trauma Film,4,12.65min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,No group differences were found,NA,NA,No,NA,5,,3.84,5.82,,4.1,-0.82,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,instruction
143,,,621,SZ,124,1,Behavioural,NA,Negative/Positive expectation,621,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Positive expectation group (intrusion-inhibiting),Positive Expectation towards intrusion,Decrease,No-expectation control group,No-Task,Positive expectation towards intrusion,Direct verbal,instruction,No-Task,24,33,57,Immediate Post,Trauma Film,Trauma Film,4,12.65min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,No group differences were found,NA,NA,No,NA,3.63,,3.31,5.82,,4.1,-2.19,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,instruction
143,,,622,SZ,124,1,Behavioural,NA,Negative/Positive expectation,622,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Negative expectation group (intrusion-promoting),Negative Expectation towards intrusion,Increase,No-expectation control group,No-Task,Negative expectation towards intrusion,Direct verbal,instruction,No-Task,32,33,65,Immediate Post,Trauma Film,Trauma Film,4,12.65min,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Not reported,,NA,NA,No,NA,Not provided,,Not provided,Not provided,,Not provided,Not provided,Not provided,,Not provided,Not provided,Not provided,,0,Contact author for this data. Contacted. No response,,,Film,No,Behavioural,Direct,Verbal,instruction
143,,,623,SZ,124,1,Behavioural,NA,Negative/Positive expectation,623,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Positive expectation group (intrusion-inhibiting),Positive Expectation towards intrusion,Decrease,No-expectation control group,No-Task,Positive expectation towards intrusion,Direct verbal,instruction,No-Task,24,33,57,Immediate Post,Trauma Film,Trauma Film,4,12.65min,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Not reported,,NA,NA,No,NA,Not provided,,Not provided,Not provided,,Not provided,Not provided,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,instruction
143,,,624,SZ,124,1,Behavioural,NA,Negative/Positive expectation,624,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Negative expectation group (intrusion-promoting),Negative Expectation towards intrusion,Increase,No-expectation control group,No-Task,Negative expectation towards intrusion,Direct verbal,instruction,No-Task,32,33,65,Immediate Post,Trauma Film,Trauma Film,4,12.65min,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,No,NA,12.94,,2.83,13.58,,3.54,-0.64,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,instruction
143,,,625,SZ,124,1,Behavioural,NA,Negative/Positive expectation,625,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Positive expectation group (intrusion-inhibiting),Positive Expectation towards intrusion,Decrease,No-expectation control group,No-Task,Positive expectation towards intrusion,Direct verbal,instruction,No-Task,24,33,57,Immediate Post,Trauma Film,Trauma Film,4,12.65min,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,No,NA,13.13,,3.37,13.58,,3.54,-0.45,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,instruction
143,,,626,SZ,124,1,Behavioural,NA,Negative/Positive expectation,626,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Negative expectation group (intrusion-promoting),Negative Expectation towards intrusion,Increase,No-expectation control group,No-Task,Negative expectation towards intrusion,Direct verbal,instruction,No-Task,32,33,65,Immediate Post,Trauma Film,Trauma Film,4,12.65min,Intrusion Frequency,Involuntary memory,Intrusion Provocation Task (IPT),Lab-based intrusion monitoring task,8th day post trauma film,2 min,Real Time,Image/Thought Combined,Null,No group differences were found,NA,NA,No,NA,4.25,,3.16,4.41,,2.71,-0.16,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,instruction
143,,,627,SZ,124,1,Behavioural,NA,Negative/Positive expectation,627,2022,Published,Journal Article,Cognitive Therapy and Research,How expectations shape the formation of intrusive memories: An experimental study using the trauma film paradigm,"Herzog, Philipp;Barth, Charlotte;Rief, Winfried;Brakemeier, Eva-Lotta;Kube, Tobias",?philipp.herzog@staff.uni-marburg.de,10.1007/s10608-022-10290-4,PROQUEST,Germany,Europe,3,89,42,0.471910112,24,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Table 2,Positive expectation group (intrusion-inhibiting),Positive Expectation towards intrusion,Decrease,No-expectation control group,No-Task,Positive expectation towards intrusion,Direct verbal,instruction,No-Task,24,33,57,Immediate Post,Trauma Film,Trauma Film,4,12.65min,Intrusion Frequency,Involuntary memory,Intrusion Provocation Task (IPT),Lab-based intrusion monitoring task,8th day post trauma film,2 min,Real Time,Image/Thought Combined,Null,No group differences were found,NA,NA,No,NA,3.75,,3.22,4.41,,2.71,-0.66,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,instruction
144,1,1,628,SZ,125,1,Behavioural,NA,Self/Other blame appraisal,628,2021,Published,Journal Article,Cognitive Therapy and Research,An experimental investigation of the impact of blame appraisals and moral injury beliefs on psychological outcomes,"Hoffman, Joel; Nickerson, Angela",?j.hoffman@unsw.edu.au,10.1007/s10608-021-10264-y,PROQUEST,Australia,Australia,3,108,73,0.675925926,21.59,Between-subject,1,1,0,1,1,1,0,0,1,1,1,8,Provided by the author,Self-blame,Guilt induction,Null,No-blame,No-Task,Guilt induction,Direct Emotion,Task,No-Task,30,36,66,Pre + Peri,Auditory mental imagery,?Potentially Morally Injurious Audio Scenario,1,164s,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,3 days,Real Time,Image/memory,Null,No group differences were found,NA,NA,No,NA,2.5,0.406,2.223753583,1.72,0.351,2.106,0.78,Not provided,,Not provided,Not provided,Not provided,,0,"The manipulation involves: 1) priming before exp, 2) corresponding adjustment during trauma imagery; Contact author for data, contacted and got data",,,Audio,No,Behavioural,Direct,Emotion,Task
144,,,629,SZ,125,1,Behavioural,NA,Self/Other blame appraisal,629,2021,Published,Journal Article,Cognitive Therapy and Research,An experimental investigation of the impact of blame appraisals and moral injury beliefs on psychological outcomes,"Hoffman, Joel; Nickerson, Angela",?j.hoffman@unsw.edu.au,10.1007/s10608-021-10264-y,PROQUEST,Australia,Australia,3,108,73,0.675925926,21.59,Between-subject,1,1,0,1,1,1,0,0,1,1,1,8,Provided by the author,Other-blame,Guilt induction,Increase,No-blame,No-Task,Guilt induction,Direct Emotion,Task,No-Task,38,36,74,Pre + Peri,Auditory mental imagery,?Potentially Morally Injurious Audio Scenario,1,164s,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,3 days,Real Time,Image/memory,Null,No group differences were found,NA,NA,No,NA,2.05,0.463,2.854123683,1.72,0.351,2.106,0.33,Not provided,,Not provided,Not provided,Not provided,,0,"The manipulation involves: 1) priming before exp, 2) corresponding adjustment during trauma imagery; Contact author for data, contacted and got data",,,Audio,No,Behavioural,Direct,Emotion,Task
145,1,1,630,SZ,126,1,Behavioural,NA,Sleep,630,2021,Unpublished,Dissertation,NA,Effects of Intrusive Symptoms and Emotional Reactivity in a Laboratory-Based Film Analog Study,"Nguyen, Anna Marie",Not provided,NA,ProQuest Dissertations and Theses,USA,North America,2,49,34,0.693877551,19.1,Between-subject,1,1,1,1,1,1,1,NA,1,0,1,9,"Table 6, page 38",Sleep,Sleep,Decrease,Sleep deprivation,No sleep,Sleep,Indirect Other,Task,Experimental Task,24,25,49,Immediate Post,Disgust film,Disgust film,Not provided,Not provided,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,2nd day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,Yes,Not reported,10.8,,4.59,8.64,,1.89,2.16,"?F(1, 47) = 1.76",,0.192,Not provided,Not provided,,0,"Paper indicate 1 ppt being excluded by did not indicate which group but seems the df is the same as the full sample size (df =47, full = 49) (how to deal with this?); Also the F value although it is the main effect of group, but takes account into the pre-manipulation assessment (Should not consider it to calculate effect size?)This study used Tetris right after the film as a filler task to keep ppt from rehearsing the film",,,Film,No,Behavioural,Indirect,Other,Task
146,1,1,631,SZ,127,1,Behavioural,NA,Tetris,631,2021,Unpublished,Preprint,NA,Cognitive Flexibility Moderates the Efficacy of a Visuospatial Intervention Following Exposure to Analog Trauma,"Hemi, A., Sopp, R., Perel, A., Holmes, E. A., & Levy-Gigi, E.",?Einat.levy-gigi@biu.ac.il,NA,PSYARXIV,?Israel,Asia,2,60,40,0.666666667,29.07,Between-subject,1,1,1,1,1,1,1,0,1,0,1,9,"Table 3, page 32",Reminder + Tetris,Trauma reminder + Tetris,Decrease,No-task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,30,30,60,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion Provocation Task (IPT),Lab-based intrusion monitoring task,8th day post trauma film,2 min,Real Time,Image,Null,No group differences were found,NA,NA,Yes,Mixed,5.43,,3.83,9.33,,4.98,-3.9,?t(58) = 3.40,,0.001,0.87,Cohen's d,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
146,,,632,SZ,127,1,Behavioural,NA,Tetris,632,2021,Unpublished,Preprint,NA,Cognitive Flexibility Moderates the Efficacy of a Visuospatial Intervention Following Exposure to Analog Trauma,"Hemi, A., Sopp, R., Perel, A., Holmes, E. A., & Levy-Gigi, E.",?Einat.levy-gigi@biu.ac.il,NA,PSYARXIV,?Israel,Asia,2,60,40,0.666666667,29.07,Between-subject,1,1,1,1,1,1,1,0,1,0,1,9,"Table 3, page 32",Reminder + Tetris,Trauma reminder + Tetris,Decrease,No-task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,30,30,60,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,2nd day post trauma film,6 days,Real Time,Image,Positive,Tetris group reported lower lab intrusion than control group,NA,NA,Yes,Mixed,0.77,,1.83,1.27,,1.96,-0.5,?t(58) = 1.02,,0.312,0.264,Cohen's d,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
146,,,633,SZ,127,1,Behavioural,NA,Tetris,633,2021,Unpublished,Preprint,NA,Cognitive Flexibility Moderates the Efficacy of a Visuospatial Intervention Following Exposure to Analog Trauma,"Hemi, A., Sopp, R., Perel, A., Holmes, E. A., & Levy-Gigi, E.",?Einat.levy-gigi@biu.ac.il,NA,PSYARXIV,?Israel,Asia,2,60,40,0.666666667,29.07,Between-subject,1,1,1,1,1,1,1,0,1,0,1,9,"Table 3, page 32",Reminder + Tetris,Trauma reminder + Tetris,Decrease,No-task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,30,30,60,Delayed Post,Trauma Film,Trauma Film,11,12min,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,Yes,Mixed,6.57,,6.4,9.97,,10.34,-3.4,?t(58) = 1.53,,0.131,0.396,Cohen's d,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
147,1,1,634,SZ,128,1,Pharmacological,Placebo,Placebo effect,634,2022,Published,Journal Article,Behaviour Research and Therapy,Can placebos prevent intrusive memories?,"Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P.?",kube@uni-landau.de,?10.1016/j.brat.2022.104197,PSYARXIV,Germany,Europe,3,112,72,0.643,26.26,Between-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6",Deceptive placebo ,Deceptive placebo ,Decrease,No-treatment control,No-task,Deceptive placebo,Pharmacological,Task,No-Task,38,38,76,Immediate + Delayed Post,Trauma Film,Trauma Film,4,12.65min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,No group differences were found,NA,NA,No,NA,2.95,,3.22,3.87,,3.34,-0.92,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Pharmacological,NA,NA,NA
147,,,635,SZ,128,1,Pharmacological,Placebo,Placebo effect,635,2022,Published,Journal Article,Behaviour Research and Therapy,Can placebos prevent intrusive memories?,"Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P.?",kube@uni-landau.de,?10.1016/j.brat.2022.104197,PSYARXIV,Germany,Europe,3,112,72,0.643,26.26,Between-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6",Open-label placebo ,Open-label placebo ,Decrease,No-treatment control,No-task,Open-label placebo,Pharmacological,Task,No-Task,36,38,74,Immediate + Delayed Post,Trauma Film,Trauma Film,4,12.65min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,No group differences were found,NA,NA,No,NA,3.61,,3.75,3.87,,3.34,-0.26,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Pharmacological,NA,NA,NA
147,,,636,SZ,128,1,Pharmacological,Placebo,Placebo effect,636,2022,Published,Journal Article,Behaviour Research and Therapy,Can placebos prevent intrusive memories?,"Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P.?",kube@uni-landau.de,?10.1016/j.brat.2022.104197,PSYARXIV,Germany,Europe,3,112,72,0.643,26.26,Between-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6",Deceptive placebo ,Deceptive placebo ,Decrease,No-treatment control,No-task,Deceptive placebo,Pharmacological,Task,No-Task,38,38,76,Immediate + Delayed Post,Trauma Film,Trauma Film,4,12.65min,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Positive,DP group showed lower IES-R than control group,NA,NA,No,NA,1.75,,0.45,2.03,,0.42,-0.28,t(74) = 2.835,,0.007,0.65,Cohen's d,,0,,,,Film,No,Pharmacological,NA,NA,NA
147,,,637,SZ,128,1,Pharmacological,Placebo,Placebo effect,637,2022,Published,Journal Article,Behaviour Research and Therapy,Can placebos prevent intrusive memories?,"Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P.?",kube@uni-landau.de,?10.1016/j.brat.2022.104197,PSYARXIV,Germany,Europe,3,112,72,0.643,26.26,Between-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6",Open-label placebo ,Open-label placebo ,Decrease,No-treatment control,No-task,Open-label placebo,Pharmacological,Task,No-Task,36,38,74,Immediate + Delayed Post,Trauma Film,Trauma Film,4,12.65min,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,No,NA,1.92,,0.47,2.03,,0.42,-0.11,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Pharmacological,NA,NA,NA
147,,,638,SZ,128,1,Pharmacological,Placebo,Placebo effect,638,2022,Published,Journal Article,Behaviour Research and Therapy,Can placebos prevent intrusive memories?,"Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P.?",kube@uni-landau.de,?10.1016/j.brat.2022.104197,PSYARXIV,Germany,Europe,3,112,72,0.643,26.26,Between-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6",Deceptive placebo ,Deceptive placebo ,Decrease,No-treatment control,No-task,Deceptive placebo,Pharmacological,Task,No-Task,38,38,76,Immediate + Delayed Post,Trauma Film,Trauma Film,4,12.65min,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,No group differences were found,NA,NA,No,NA,3.28,,1.28,3.53,,1.34,-0.25,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Pharmacological,NA,NA,NA
147,,,639,SZ,128,1,Pharmacological,Placebo,Placebo effect,639,2022,Published,Journal Article,Behaviour Research and Therapy,Can placebos prevent intrusive memories?,"Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P.?",kube@uni-landau.de,?10.1016/j.brat.2022.104197,PSYARXIV,Germany,Europe,3,112,72,0.643,26.26,Between-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6",Open-label placebo ,Open-label placebo ,Decrease,No-treatment control,No-task,Open-label placebo,Pharmacological,Task,No-Task,36,38,74,Immediate + Delayed Post,Trauma Film,Trauma Film,4,12.65min,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,No group differences were found,NA,NA,No,NA,2.84,,0.98,3.53,,1.34,-0.69,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Pharmacological,NA,NA,NA
148,1,1,640,SZ,129,1,Behavioural,NA,Tetris,640,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Reactivation + Tetris,Trauma reminder + Tetris,Decrease,Control group (music),Control (music),Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,Experimental Task,33,37,70,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,2nd day post trauma film,6 days,Real Time,Image,Null,No group differences were found,NA,NA,Yes,Null,2.79,,3.83,2.86,,3.6,-0.07,?t(68) = .087,,0.931,,,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
